Nature du Format;nom_destination;indicatif;Valeur niveau Fraude
4;POLAND OLO;481469;A
4;NORWAY GSM TELENOR;474112;A
4;DOMINICAN REP LOCAL OTHER;180928930;A
4;BRAZIL GSM;556881;A
4;ESTONIA GSM EMT;3725910;D
4;INDIA GSM VODAFONE;918239;A
4;LEBANON GSM MTC;961767;B
4;PERU RURAL;517360;A
4;RUSSIA ZONE 2;7863;A
4;SOUTH AFRICA PRS;27411013;C
4;SWEDEN GSM TELENOR;467685;A
4;INDIA GSM;917095;A
4;MEXICO GSM ZONE3;521964;A
4;SOUTH AFRICA PRS;271143737;C
4;TRINIDAD-TOBAGO GSM;186847;B
4;DOMINICAN REP GSM;1809651;A
4;SOUTH AFRICA PRS;2711247173;C
4;INDIA GSM;9188239;A
4;SOUTH AFRICA PRS;27220010;C
4;INDIA GSM RELIANCE;918103;A
4;INDIA GSM;9175269;A
4;RUSSIA GSM BEELINE;7900338;C
4;CHILE RUR;5667198;A
4;DOMINICAN REP LOCAL OTHER;180992179;A
4;SOUTH AFRICA PRS;27101500;C
4;LATVIA GSM BITE;3712420;A
4;INDIA GSM;9172288;A
4;THAILAND GSM DTAC;6690725;A
4;PERU RURAL;514129;A
4;INDIA GSM VODAFONE;919986;A
4;THAILAND GSM DTAC;6688843;A
4;POLAND OLO;4889721;A
4;BRAZIL GSM;552196;A
4;CHILE RUR;5642237;A
4;DOMINICAN REP GSM ORANGE;1809903;A
4;CANADA;1250;A
4;POLAND OLO;48618347;A
4;CANADA;1873;A
4;INDIA GSM;9187118;A
4;PORTUGAL GSM MEO;3519281;A
4;SOUTH AFRICA PRS;27564660;C
4;TRINIDAD-TOBAGO GSM;1868419;B
4;THAILAND GSM DTAC;6688874;A
4;DOMINICAN REP LOCAL OTHER;180996050;A
4;PORTUGAL GSM MEO;35166926;A
4;INDIA GSM;9177218;A
4;BAHRAIN GSM;97332;B
4;INDIA GSM BSNL;918005;A
4;BRAZIL GSM;55749;A
4;SURINAME GSM;59768;C
4;SOUTH AFRICA PRS;27219339;C
4;DOMINICAN REP GSM;1829519;A
4;SWEDEN GSM TELIA;46706;A
4;BOLIVIA RURAL;59139643;B
4;DOMINICAN REP LOCAL OTHER;180937318;A
4;SPAIN GSM TELEFONICA;346846;A
4;TUNISIA GSM OOREDOO;21646;F
4;REUNION GSM SRR;26269219;A
4;POLAND OLO;482988;A
4;POLAND OLO;48321000;A
4;GABON GSM AIRTEL;24104;D
4;NORWAY GSM NETCOM;474720;A
4;INDIA GSM;9181948;A
4;DOMINICAN REP GSM;1809283;A
4;IVORY COAST GSM MTN;22546;C
4;PERU RURAL;517248;A
4;LITHUANIA PRS;37066913110;G
4;THAILAND GSM DTAC;6680895;A
4;SOUTH AFRICA PRS;27344660;C
4;ALBANIA AMC;35524402;B
4;COMOROS PRS;2698;D
4;POLAND OLO;48134370;A
4;SOUTH AFRICA PRS;27210100;C
4;SOUTH AFRICA PRS;27350040;C
4;DOMINICAN REP GSM ORANGE;1829587;A
4;UK GSM VODAFONE;447827;A
4;SOUTH AFRICA PRS;271143851;C
4;DOMINICAN REP LOCAL OTHER;180979486;A
4;MONTENEGRO GSM;38267;D
4;SOUTH AFRICA PRS;27543500;C
4;GHANA;233;C
4;DENMARK GSM TDC;459152;A
4;DOMINICAN REP GSM;1809235;A
4;DOMINICAN REP GSM;1829334;A
4;POLAND OLO;48257507;A
4;DOMINICAN REP LOCAL OTHER;180937962;A
4;DOMINICAN REP GSM ORANGE;18098598;A
4;CHILE RUR;56752197;A
4;DOMINICAN REP GSM ORANGE;18098599;A
4;POLAND OLO;4895736;A
4;ALBANIA AMC;35539450;B
4;NORWAY GSM TELENOR;479796;A
4;POLAND OLO;4882307;A
4;SOUTH AFRICA PRS;27517780;C
4;DOMINICAN REP LOCAL OTHER;18098258;A
4;INDIA GSM RELIANCE;919021;A
4;SIERRA LEONE GSM;23299;D
4;DOMINICAN REP GSM;1829816;A
4;DENMARK GSM;45506;A
4;DOMINICAN REP GSM;1829397;A
4;INDIA GSM;9176949;A
4;SOUTH AFRICA GSM VO;27714;B
4;SOUTH AFRICA PRS;27234920;C
4;POLAND OLO;48943750;A
4;POLAND OLO;48683000;A
4;INDIA GSM VODAFONE;919047;A
4;USA;1906;A
4;SOUTH AFRICA PRS;2787574;C
4;NORWAY GSM TELENOR;479418;A
4;INDIA GSM;9178200;A
4;IVORY COAST PRS;2256810;B
4;POLAND OLO;4889612;A
4;NORWAY GSM TELENOR;479536;A
4;DOMINICAN REP LOCAL OTHER;18095401;A
4;PORTUGAL GSM NOS;35116993;A
4;LATVIA GSM BITE;3712764;A
4;MEXICO ZONE2;52721;A
4;RUSSIA ZONE 2;7851;A
4;BRAZIL GSM;559681;A
4;INDIA GSM;9178460;A
4;HONG KONG GSM;85254;A
4;BENIN GSM;2299;C
4;BRAZIL GSM;55115552;A
4;ALBANIA AMC;35537141;B
4;THAILAND GSM DTAC;6681653;A
4;ALBANIA OLO;3554249;B
4;INDIA GSM;9177349;A
4;NORWAY GSM NETCOM;474567;A
4;DOMINICAN REP LOCAL OTHER;18097484;A
4;DOMINICAN REP LOCAL OTHER;180926253;A
4;LITHUANIA PRS;37066319;G
4;TRINIDAD-TOBAGO GSM;1868414;B
4;DOMINICAN REP LOCAL OTHER;18099228;A
4;REUNION GSM SRR;26269277;A
4;INDIA GSM;9188238;A
4;BRAZIL GSM;55119579;A
4;POLAND OLO;48833523;A
4;BRAZIL GSM;55399;A
4;BRAZIL GSM;55176;A
4;IVORY COAST GSM ORA;22508;D
4;INDIA GSM;9188198;A
4;POLAND GSM PM4;4869951;A
4;DOMINICAN REP GSM;1829453;A
4;DOMINICAN REP LOCAL OTHER;18093322;A
4;MEXICO ZONE2;52618;A
4;POLAND OLO;488750;A
4;PORTUGAL GSM MEO;351609285;A
4;DOMINICAN REP LOCAL OTHER;180963356;A
4;LATVIA GSM TELE2;371204;D
4;GUINEA BISSAU GSM GUINETEL;245977;E
4;SPAIN GSM TELEFONICA;34618;A
4;DOMINICAN REP GSM ORANGE;1829901;A
4;UK GSM O2;4478721;A
4;BOLIVIA RURAL;59125320;B
4;INDIA GSM;9184529;A
4;KAZAKHSTAN;772;A
4;SWITZERLAND;41;A
4;ALBANIA AMC;35536640;B
4;SOUTH AFRICA GSM TELKOM;27658;B
4;POLAND OLO;48856766;A
4;INDIA GSM;9184638;A
4;INDIA GSM;917099154;A
4;POLAND OLO;4844782;A
4;KENYA GSM SAFARICOM;254740;B
4;NORWAY GSM NETCOM;479819;A
4;BRAZIL GSM;5531755;A
4;USA;1707;A
4;LATVIA GSM BITE;3712388;A
4;BOSNIA SRPSKA;387545;B
4;INDIA GSM;918268;A
4;SOUTH AFRICA PRS;27272850;C
4;MEXICO GSM ZONE3;521953;A
4;BOSNIA GSM BIH;38761;C
4;ZAMBIA GSM AIRTEL;26097;D
4;BRAZIL GSM;55946;A
4;SOUTH AFRICA GSM TELKOM;27812;B
4;SOUTH AFRICA PRS;27140500;C
4;DOMINICAN REP LOCAL OTHER;180963351;A
4;UK GSM HI3G;4474170;A
4;SOUTH AFRICA PRS;27210133;C
4;DOMINICAN REP GSM VIVA;1829402;A
4;POLAND OLO;48178700;A
4;SOUTH AFRICA PRS;27430070;C
4;CHILE RUR;56552197;A
4;LATVIA GSM;3712724;F
4;RUSSIA ZONE 2;7492;A
4;USA;1319;A
4;GHANA GSM MTN;233553;C
4;PERU RURAL;516551;A
4;SOUTH AFRICA PRS;2785250;C
4;DOMINICAN REP LOCAL OTHER;180950855;A
4;SOUTH AFRICA PRS;27182800;C
4;TAIWAN GSM;88670;A
4;USA;1765;A
4;UK GSM O2;447719;A
4;BULGARIA OLO;3597289;A
4;UK GSM ORANGE;447807;A
4;INDIA CITIES;9189980;A
4;DOMINICAN REP LOCAL OTHER;180996087;A
4;POLAND GSM PLUS;4872998;A
4;INDIA GSM;9176878;A
4;POLAND OLO;48825694;A
4;SOUTH AFRICA GSM VO;2772;B
4;POLAND OLO;4832450;A
4;DOMINICAN REP LOCAL OTHER;180954996;A
4;SWEDEN GSM TELIA;467684;A
4;CAPE VERDE TLC;238454;B
4;USA;1803;A
4;INDIA GSM;9178178;A
4;UK GSM VODAFONE;447717;A
4;POLAND OLO;4832462;A
4;DOMINICAN REP LOCAL OTHER;180937587;A
4;POLAND OLO;48627628;A
4;MEXICO GSM ZONE2;521622;A
4;SOUTH AFRICA PRS;27161303;C
4;SURINAME GSM;59787;C
4;DOMINICAN REP GSM ORANGE;1809982;A
4;COLOMBIA CITIES;571874;A
4;SOUTH AFRICA PRS;27411803;C
4;LITHUANIA PRS;37066340;G
4;BRAZIL GSM;55816;A
4;SOUTH AFRICA PRS;27410105;C
4;INDIA GSM;9175788;A
4;POLAND OLO;48242857;A
4;DOMINICAN REP LOCAL OTHER;180925550;A
4;BRAZIL GSM;5521792;A
4;USA OLO;1907883;A
4;CHILE RUR;5658196;A
4;SOUTH AFRICA PRS;2757001;C
4;DOMINICAN REP GSM VIVA;1809405;A
4;SWAZILAND;268;B
4;REUNION GSM ORANGE;2626923;A
4;DENMARK GSM TELIA;455319;A
4;DOMINICAN REP LOCAL OTHER;180937860;A
4;BULGARIA OLO;35961619;A
4;POLAND GSM PLUS;4873938;A
4;DOMINICAN REP LOCAL OTHER;180973626;A
4;DENMARK GSM HI3G;454283;A
4;BRAZIL GSM;55517;A
4;DOMINICAN REP GSM;1829302;A
4;UK FREEPHONE;44800946;A
4;ARUBA GSM;297127;B
4;DOMINICAN REP GSM;1809723;A
4;AUSTRALIA GSM VODA;61451;A
4;UNITED ARAB EMIR GSM;97154;B
4;PORTUGAL GSM VODAFONE;35166920;A
4;CHILE RUR;567379;A
4;MARTINIQUE GSM ORA;5966962;A
4;INDIA GSM;918296;A
4;MEXICO ZONE2;52665;A
4;SWEDEN GSM COMVIQ;467355;A
4;CHILE RUR;56732975;A
4;INDIA GSM;9185870;A
4;DOMINICAN REP GSM;1829287;A
4;DOMINICAN REP GSM ORANGE;1809845;A
4;MARTINIQUE GSM ORA;5966964;A
4;INDIA GSM;9182340;A
4;BOSNIA SRPSKA;387493;B
4;MEXICO ZONE2;52284;A
4;DOMINICAN REP LOCAL OTHER;1829583;A
4;DOMINICAN REP LOCAL OTHER;18095689;A
4;SOUTH AFRICA PRS;27161301;C
4;LITHUANIA PRS;37066103;G
4;POLAND GSM PLUS;4873712;A
4;DOMINICAN REP LOCAL OTHER;180959190;A
4;SOUTH AFRICA PRS;27410160;C
4;INDIA GSM;918604;A
4;POLAND OLO;48413706;A
4;THAILAND GSM DTAC;6690738;A
4;INDIA GSM VODAFONE;919637;A
4;BELGIUM GSM LYCAMOBILE;324661;A
4;INDIA GSM;91787;A
4;UK GSM ALTERNATIVE NETWORK;4478397;C
4;THAILAND GSM DTAC;66875;A
4;NETHERLANDS GSM TMOB;316320;A
4;DOMINICAN REP GSM;1829312;A
4;CANADA NWT;1250235;A
4;INDIA GSM;9181808;A
4;AUSTRALIA GSM VODA;61414;A
4;MEXICO GSM ZONE3;521414;A
4;INDIA GSM;9184088;A
4;INDIA GSM;9175658;A
4;DOMINICAN REP GSM ORANGE;1829728;A
4;UK GSM ALTERNATIVE NETWORK;4478297;C
4;MEXICO;5233;A
4;POLAND OLO;48833455;A
4;SOUTH AFRICA PRS;2710001253;C
4;NORWAY GSM TELENOR;47916;A
4;SOUTH AFRICA PRS;27180040;C
4;INDIA GSM;9177449;A
4;BRAZIL GSM;55317502;A
4;BRAZIL GSM;551195113;A
4;POLAND OLO;48815815;A
4;POLAND OLO;48611611;A
4;THAILAND GSM DTAC;6688859;A
4;USA OLO;1907642;A
4;DOMINICAN REP LOCAL OTHER;18092865;A
4;INDIA GSM BSNL;918765;A
4;DOMINICAN REP LOCAL OTHER;18099221;A
4;POLAND GSM PLUS;4857947;A
4;USA OLO;1907443;A
4;PUERTO RICO GSM;1787298;A
4;NETHERLANDS GSM TMOB;316560;A
4;INDIA GSM;9178550;A
4;POLAND OLO;48122125;A
4;DOMINICAN REP GSM;1809776;A
4;SOUTH AFRICA PRS;27344920;C
4;DOMINICAN REP LOCAL OTHER;180982669;A
4;MEXICO ZONE2;52967;A
4;GUADELOUPE GSM DIGI;59069008;A
4;DOMINICAN REP LOCAL OTHER;18295446;A
4;SWITZERLAND GSM SUN;41765;A
4;DOMINICAN REP LOCAL OTHER;1809934;A
4;BANGLADESH GSM;88016;A
4;UK GSM VODAFONE;447900;A
4;POLAND OLO;48296914;A
4;INDIA GSM;9172219;A
4;DENMARK GSM HI3G;454273;A
4;BOLIVIA RURAL;591448;B
4;UK GSM VODAFONE;447469;A
4;EL SALVADOR GSM DIGI;503746;B
4;PORTUGAL GSM VODAFONE;35165921;A
4;DOMINICAN REP GSM;1809463;A
4;SAN MARINO PRS;37860;G
4;ALBANIA AMC;35559622;B
4;ROMANIA GSM COSMOROM;40785;A
4;UK GSM O2;4478929;A
4;INDIA GSM;9185869;A
4;MEXICO ZONE2;52998;A
4;ECUADOR GSM MOVISTAR;5939834;B
4;ESTONIA GSM EMT;3725364;D
4;SOUTH AFRICA PRS;27454660;C
4;BRAZIL GSM;551195540;A
4;DOMINICAN REP GSM;1829974;A
4;DOMINICAN REP LOCAL OTHER;18095700;A
4;THAILAND GSM DTAC;6681209;A
4;DENMARK GSM;454290;A
4;USA FREE PHONE;1844;A
4;LATVIA OLO;3716339;E
4;ALBANIA AMC;35558624;B
4;ANGUILLA GSM;1264476;F
4;INDIA GSM;9176750;A
4;USA;1845;A
4;MEXICO ZONE2;52877;A
4;ARUBA GSM;297622;B
4;SOUTH AFRICA PRS;27219122;C
4;CHILE RUR;5653196;A
4;DOMINICAN REP GSM ORANGE;1829712;A
4;CHILE RUR;5642196;A
4;AUSTRIA PRS;43900;B
4;THAILAND GSM DTAC;6690657;A
4;COLOMBIA CITIES;571885;A
4;POLAND OLO;48343001;A
4;SWEDEN GSM TELIA;46720505;A
4;BRAZIL GSM;55117960;A
4;UK GSM TMOBILE;447505;A
4;DOMINICAN REP GSM;1829772;A
4;NORWAY GSM NETCOM;474660;A
4;INDIA GSM;9185719;A
4;POLAND OLO;48833780;A
4;SPAIN GSM TELEFONICA;34660;A
4;INDIA GSM;918179;A
4;MEXICO ZONE2;52753;A
4;SOUTH AFRICA PRS;27101300;C
4;SOUTH AFRICA PRS;27210072;C
4;USA OLO;1907766;A
4;DOMINICAN REP LOCAL OTHER;18298938;A
4;LATVIA OLO;3716511;E
4;SWITZERLAND GSM SUN;41772;A
4;CHILE RUR;56732970;A
4;MOROCCO GSM MEDITEL;212665;E
4;RUSSIA ZONE 3;73012;A
4;DOMINICAN REP GSM;1829599;A
4;ALBANIA AMC;35557644;B
4;PORTUGAL GSM VODAFONE;35165920;A
4;POLAND OLO;48177159;A
4;DOMINICAN REP LOCAL OTHER;180992022;A
4;LUXEMBOURG GSM ORANGE;352668;A
4;INDIA GSM BSNL;917839;A
4;BRAZIL GSM;5521798;A
4;SOUTH AFRICA PRS;27330323;C
4;DOMINICAN REP GSM ORANGE;1809846;A
4;INDIA GSM;9177939;A
4;PHILIPPINES GSM GLOB;63936;B
4;COLOMBIA CITIES;57180;A
4;COLOMBIA CITIES;571862;A
4;MARTINIQUE GSM ONLY;59669603;A
4;ALBANIA AMC;35557043;B
4;INDIA GSM RELIANCE;919543;A
4;ALBANIA AMC;35527990;B
4;NETHERLANDS GSM TMOB;31634;A
4;BOLIVIA GSM ENTEL;59168;B
4;DOMINICAN REP LOCAL OTHER;18095389;A
4;PUERTO RICO;1939;A
4;PORTUGAL GSM MEO;3519280;A
4;USA;1541;A
4;NEPAL GSM;977963;B
4;BRAZIL GSM;55119543;A
4;BOLIVIA RURAL;5913988;B
4;DOMINICAN REP LOCAL OTHER;18095472;A
4;NETHERLANDS ANT GSM;5999700;B
4;BRAZIL GSM;55119536;A
4;DOMINICAN REP LOCAL OTHER;18095189;A
4;DOMINICAN REP LOCAL OTHER;180969550;A
4;CHILE RUR;56642971;A
4;SOUTH AFRICA PRS;27117976;C
4;THAILAND GSM DTAC;6690552;A
4;DOMINICAN REP LOCAL OTHER;18095809;A
4;DOMINICAN REP GSM;1809496;A
4;DOMINICAN REP GSM;1809946;A
4;ALBANIA AMC;35526840;B
4;INDIA GSM;9187328;A
4;NORWAY GSM;479;A
4;LATVIA GSM TELE2;371281;D
4;DOMINICAN REP LOCAL OTHER;180995545;A
4;SWEDEN GSM TELENOR;4673464;A
4;POLAND OLO;48748489;A
4;POLAND OLO;4832436;A
4;MEXICO ZONE3;52763;A
4;SOUTH AFRICA PRS;27310080;C
4;POLAND OLO;481244;A
4;DOMINICAN REP GSM ORANGE;1849271;A
4;POLAND GSM PM4;486907;A
4;SWEDEN GSM TELENOR;46701992;A
4;POLAND OLO;48158160;A
4;GREENLAND GSM;2994;A
4;DOMINICAN REP LOCAL OTHER;18092457;A
4;MAURITANIA GSM MATEL;22234;F
4;INDIA GSM;9176859;A
4;COMOROS PRS;269910;D
4;THAILAND GSM DTAC;6690086;A
4;DOMINICAN REP LOCAL OTHER;180959191;A
4;MAYOTTE ISLAND GSM SRR;26263965;A
4;DOMINICAN REP LOCAL OTHER;18095347;A
4;USA;1878;A
4;DOMINICAN REP LOCAL OTHER;180975543;A
4;DOMINICAN REP GSM;1829233;A
4;POLAND GSM ERA;485385;A
4;BULGARIA OLO;359569;A
4;DOMINICAN REP GSM ORANGE;1849276;A
4;CHILE RUR;56228907;A
4;MEXICO ZONE2;52314;A
4;MADAGASCAR PRS;261200;G
4;BRAZIL GSM;55359;A
4;DOMINICAN REP GSM ORANGE;1829585;A
4;UK GSM ALTERNATIVE NETWORK;44775522;C
4;MEXICO GSM ZONE3;521697;A
4;CHILE RUR;5645922;A
4;UK PRS;4476;A
4;SOUTH AFRICA PRS;27170130;C
4;BERMUDA GSM;144155;A
4;SOUTH AFRICA PRS;27100018;C
4;QATAR GSM VODAFONE;974747;B
4;LUXEMBOURG GSM TANGO;352691;A
4;POLAND OLO;4865555;A
4;UK GSM TMOBILE;447981;A
4;SOUTH AFRICA PRS;27314400;C
4;NETHERLANDS GSM TMOB;316321;A
4;BULGARIA OLO;3599739;A
4;DENMARK GSM;4592;A
4;MOROCCO GSM WANA FULL MOBILITY;21260;E
4;INDIA GSM;9172018;A
4;INDIA GSM;9176178;A
4;SOUTH AFRICA PRS;27574920;C
4;POLAND GSM PM4;4857959;A
4;NEPAL GSM;977975;B
4;DOMINICAN REP LOCAL OTHER;180922748;A
4;SWEDEN GSM TELIA;46518;A
4;CANADA;1613;A
4;POLAND OLO;4883374;A
4;POLAND OLO;48815900;A
4;DOMINICAN REP GSM;1829980;A
4;POLAND OLO;4875306;A
4;BULGARIA OLO;35986690;A
4;INDIA CITIES;9180;A
4;ITALY GSM VODAFONE;3934;A
4;BRAZIL GSM;553291;A
4;DOMINICAN REP GSM VIVA;1809421;A
4;DOMINICAN REP LOCAL OTHER;180968377;A
4;TRINIDAD-TOBAGO GSM;1868620;B
4;POLAND OLO;48748650;A
4;DENMARK GSM TELENOR;458132;A
4;THAILAND GSM DTAC;6690030;A
4;DOMINICAN REP GSM;1829438;A
4;SWEDEN GSM TELENOR;467190002;A
4;SOUTH AFRICA PRS;27210130;C
4;THAILAND GSM DTAC;6690575;A
4;SAN MARINO PRS;37869;G
4;DOMINICAN REP LOCAL OTHER;180992010;A
4;NORWAY GSM TELENOR;474018;A
4;SOUTH AFRICA PRS;27313501;C
4;SOUTH AFRICA PRS;27510070;C
4;RUSSIA ZONE 5;7424;A
4;NICARAGUA GSM;5058;C
4;INDIA GSM;9184549;A
4;INDIA GSM;9177908;A
4;SOUTH AFRICA PRS;2721060;C
4;THAILAND GSM DTAC;6681652;A
4;DOMINICAN REP GSM;1829679;A
4;DOMINICAN REP LOCAL OTHER;180947630;A
4;SPAIN GSM VODAFONE;34678;A
4;THAILAND GSM DTAC;6690605;A
4;MONGOLIA GSM;97686;A
4;DOMINICAN REP LOCAL OTHER;18092892;A
4;INDIA GSM;9177920;A
4;BRAZIL GSM;554299;A
4;POLAND OLO;48896214;A
4;DOMINICAN REP LOCAL OTHER;18098944;A
4;INDIA GSM;9187108;A
4;INDIA GSM;9177259;A
4;POLAND OLO;48623103;A
4;SOUTH AFRICA PRS;2725911409;C
4;RUSSIA ZONE 4;74232;A
4;INDIA GSM;9185488;A
4;RUSSIA GSM MEGAFON;79974451;C
4;POLAND OLO;48412607;A
4;UK GSM ALTERNATIVE NETWORK;447452;C
4;INDIA GSM;9188110;A
4;INDIA GSM;9185920;A
4;NICARAGUA GSM;50576;C
4;SWEDEN GSM HI3G;467619;A
4;SOUTH AFRICA PRS;27120200;C
4;INDIA GSM;9185718;A
4;POLAND PRS;48708300;A
4;ALBANIA AMC;35526250;B
4;INDIA GSM;9187288;A
4;DOMINICAN REP GSM;1829638;A
4;ALBANIA AMC;35558484;B
4;PHILIPPINES GSM GLOB;63915;B
4;NORWAY GSM NETCOM;479442;A
4;DOMINICAN REP GSM VIVA;1849213;A
4;DOMINICAN REP GSM ORANGE;1809906;A
4;HUNGARY;36;A
4;DOMINICAN REP GSM;1829386;A
4;INDIA GSM RELIANCE;917569;A
4;POLAND OLO;48343003;A
4;PERU RURAL;515363;A
4;MEXICO GSM ZONE3;521963;A
4;SWEDEN GSM HI3G;467933;A
4;BOLIVIA RURAL;5913934;B
4;NORWAY GSM;4758;A
4;DOMINICAN REP GSM;1809514;A
4;RUSSIA GSM MEGAFON;79974450;C
4;SAN MARINO PRS;37865;G
4;POLAND OLO;48957498;A
4;POLAND OLO;48957669;A
4;INDIA GSM;9184998;A
4;BRAZIL GSM;55115479;A
4;LATVIA OLO;3716458;E
4;MEXICO GSM ZONE2;521861;A
4;BRAZIL GSM;55119598;A
4;INDIA GSM;917709;A
4;CHILE RUR;5643196;A
4;SOUTH AFRICA PRS;273153357;C
4;POLAND GSM ERA;485380;A
4;USA;1212;A
4;POLAND OLO;4846819;A
4;PERU RURAL;516738;A
4;BELGIUM GSM;324666;D
4;USA;1920;A
4;DOMINICAN REP LOCAL OTHER;180936450;A
4;POLAND OLO;48713956;A
4;POLAND GSM ORANGE;487805;A
4;DOMINICAN REP GSM ORANGE;1849883;A
4;POLAND OLO;48146749;A
4;DOMINICAN REP GSM;1809485;A
4;DOMINICAN REP GSM;1809749;A
4;LITHUANIA PRS;37066315;G
4;GABON GSM AIRTEL;2414;D
4;TRINIDAD-TOBAGO GSM;1868420;B
4;SOUTH AFRICA PRS;27410061;C
4;DOMINICAN REP LOCAL OTHER;18092874;A
4;SOUTH AFRICA PRS;27131012;C
4;MEXICO GSM ZONE2;521498;A
4;DOMINICAN REP NATIONAL VIVA;18292539;A
4;DOMINICAN REP GSM ORANGE;1849279;A
4;DOMINICAN REP GSM ORANGE;1829204;A
4;INDIA GSM;9186499;A
4;POLAND OLO;48126568;A
4;INDIA GSM;917389;A
4;RUSSIA GSM MTS;798;B
4;KENYA GSM AIRTEL;25476;C
4;MEXICO GSM ZONE3;521276;A
4;RUSSIA GSM BEELINE;7900337;C
4;TANZANIA GSM;25566;C
4;DENMARK GSM TELENOR;45918;A
4;BULGARIA OLO;35951535;A
4;POLAND OLO;48134231;A
4;INDIA GSM;9178158;A
4;IVORY COAST GSM ORA;22547;D
4;UK GSM VODAFONE;447444;A
4;POLAND OLO;48226476;A
4;ECUADOR GSM PORTA;5939923;B
4;UK GSM HI3G;447533;A
4;INDIA GSM;9183788;A
4;UK GSM O2;447707;A
4;DOMINICAN REP GSM;1809835;A
4;SOUTH AFRICA PRS;27411801;C
4;DOMINICAN REP NATIONAL VIVA;18292538;A
4;POLAND GSM ERA;48888;A
4;POLAND OLO;48225353;A
4;DOMINICAN REP GSM ORANGE;1809847;A
4;LATVIA GSM BITE;371277;A
4;INDIA GSM VODAFONE;919733;A
4;NORWAY GSM TELENOR;474667;A
4;POLAND OLO;4876888;A
4;BULGARIA OLO;35991329;A
4;DOMINICAN REP LOCAL OTHER;180982676;A
4;POLAND OLO;483268;A
4;CHILE RUR;5663198;A
4;MEXICO ZONE2;52733;A
4;MEXICO GSM ZONE3;521846;A
4;CHILE RUR;56732976;A
4;INDIA GSM;9181819;A
4;SOUTH AFRICA PRS;27280220;C
4;INDIA GSM VODAFONE;919846;A
4;DENMARK GSM TDC;458143;A
4;BRAZIL GSM;55576;A
4;POLAND GSM PM4;487368;A
4;THAILAND GSM DTAC;6690069;A
4;POLAND OLO;48122834;A
4;POLAND GSM ERA;488842;A
4;CHILE RUR;5622929;A
4;USA OLO;1907852;A
4;MEXICO ZONE2;52714;A
4;SPAIN GSM TELEFONICA;346432;A
4;SOUTH AFRICA PRS;2728840;C
4;DOMINICAN REP LOCAL OTHER;180928570;A
4;ECUADOR GSM MOVISTAR;5939831;B
4;POLAND OLO;4829506;A
4;INDIA GSM;9185989;A
4;INDIA GSM;9187448;A
4;JAMAICA GSM;1876805;B
4;TRINIDAD-TOBAGO GSM;1868408;B
4;POLAND GSM PLUS;4873721;A
4;SOUTH AFRICA PRS;2710610;C
4;NORWAY GSM NETCOM;479830;A
4;UK GSM HI3G;447400;A
4;BULGARIA OLO;3596199;A
4;DENMARK GSM TDC;459310;A
4;INDIA GSM;9181538;A
4;DOMINICAN REP LOCAL OTHER;18095479;A
4;SOUTH AFRICA PRS;27394920;C
4;POLAND GSM ERA;488833;A
4;DOMINICAN REP LOCAL OTHER;180928781;A
4;DOMINICAN REP GSM;1829656;A
4;INDIA GSM;9185848;A
4;POLAND OLO;48146430;A
4;INDIA GSM;9185678;A
4;GERMANY PRS;49115;A
4;DOMINICAN REP LOCAL OTHER;180969553;A
4;INDIA GSM;918883;A
4;ALBANIA AMC;35521650;B
4;POLAND OLO;4829694;A
4;AUSTRALIA GSM TELSTR;614592;A
4;BULGARIA OLO;3599105;A
4;ALBANIA AMC;35587322;B
4;UK GSM VODAFONE;447443;A
4;INDIA GSM;918087;A
4;LATVIA OLO;3716539;E
4;POLAND OLO;4876750;A
4;CANADA NWT;1250471;A
4;CHILE RUR;5641198;A
4;INDIA GSM RELIANCE;917814;A
4;THAILAND GSM DTAC;6690718;A
4;DOMINICAN REP NATIONAL VIVA;18295300;A
4;BRAZIL GSM;553796;A
4;SWITZERLAND GSM;41777;B
4;CAMBODIA METFONE;855256;A
4;DOMINICAN REP NATIONAL VIVA;182999670;A
4;MEXICO ZONE2;52632;A
4;MEXICO GSM ZONE3;521457;A
4;DOMINICAN REP LOCAL OTHER;180982606;A
4;INDIA GSM;917094;A
4;JAMAICA GSM;1876990;B
4;THAILAND GSM DTAC;6690719;A
4;SOUTH AFRICA PRS;273931252;C
4;BRUNEI GSM;67392;A
4;DOMINICAN REP GSM;1809761;A
4;POLAND GSM ORANGE;487996;A
4;NORWAY GSM NETCOM;474047;A
4;NORWAY GSM TELENOR;474086;A
4;UK FREEPHONE;448;A
4;SOUTH AFRICA PRS;2787578;C
4;NETHERLANDS GSM KPN;316587;A
4;DOMINICAN REP GSM;1809341;A
4;DOMINICAN REP GSM ORANGE;1829859;A
4;SOUTH AFRICA PRS;27182850;C
4;POLAND OLO;48825703;A
4;DOMINICAN REP GSM;1829259;A
4;POLAND OLO;48225808;A
4;SOUTH AFRICA PRS;2785050;C
4;MEXICO ZONE3;52592;A
4;SOUTH AFRICA PRS;27130100;C
4;UK GSM TMOBILE;447914;A
4;POLAND OLO;48422144;A
4;POLAND OLO;48447255;A
4;DOMINICAN REP GSM;1829467;A
4;MEXICO GSM ZONE3;521634;A
4;DOMINICAN REP GSM;1809345;A
4;INDIA GSM;9176710;A
4;POLAND OLO;4832463;A
4;MEXICO ZONE2;52222;A
4;SOUTH AFRICA PRS;27584920;C
4;DOMINICAN REP LOCAL OTHER;1849936;A
